CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
47.2	179.7	96.2	296.9	392.1	293.4	435.8	414.6	226.2	1499.8	1019	1223.5	1061	1017.4	1258.6	567.8	778.8	849.8	38.6	25.1	26.2	17.8	8.9	7.3	64.1	51.4	88.8	191.8	412.4	209.3	623.6	578.9	387.5	459	423.1	1029.1	297.4	254.8	904.9	185.7	251.9	734.6	18.7	48.4	38.1	2.5	4.2	7.6	FASN
13	23.9	23	10.4	11.6	11.1	9.8	10.2	7.6	7.6	7	9.1	5	5.7	8.3	2.7	4.9	4	0.2	0.4	0.3	0	0.3	0.2	25.7	39.4	32.8	19.1	23.2	41.6	7.1	8.1	9.7	6.5	6.7	5.4	4.8	4.4	5.1	2.8	3.7	5.9	0.1	0.6	0.1	0.1	0.2	0.1	CCDC57
4.7	9.7	6.2	25.3	44.4	62.2	21.4	25.7	30.7	2.1	2.4	2.1	1.1	2.4	1.4	0.8	1.3	0.8	0.3	0.3	0.2	0.5	0.4	0.4	3.6	5	6.3	38	38.5	45.2	27.9	18.6	26	0.4	0.4	5.1	0.5	0.5	3.4	0.2	0.3	4.2	0	0.1	0.2	0.1	0.2	0.2	SLC16A3
216.9	267.9	95.5	108.6	114	118.3	127	131.3	117	189.1	140.6	176.7	152.4	124.2	160.2	104.5	94.5	103.5	72.9	56.7	56.1	58.2	49.2	41.5	107.1	98	128.2	124.2	163.1	93.2	146.7	143.3	128.8	122.6	135.5	121.8	105.9	114.1	103	82.1	98.4	102.1	42.5	66.6	39.9	29.9	42.1	16.9	CSNK1D
2.3	8.1	6.3	4.6	5.2	3.8	1.3	1.1	0.4	0.1	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	9.8	17.3	12	11.1	8.2	4.5	2.2	1.3	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CD7
3.6	4.1	3.5	0.6	0.4	0.3	0.3	0.1	0.5	0.4	0.3	1	0.3	0.6	1.8	0.4	0.5	1	0.1	0.1	0.3	0.4	0.2	0.2	2.9	2.5	2	1.5	0.7	2.8	0.6	0.5	0.3	0.5	0.5	0.9	0.8	0.9	1	0.6	1	1.2	0	0.1	0.1	0.1	0.1	0.2	SECTM1
0.5	0.2	0.7	0.3	0.6	0.5	0.3	0.5	0.3	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0	0	0	0.1	0.3	0.8	0.7	0.9	1.5	0.6	0.1	0.4	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	TEX19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UTS2R
9.3	18.4	14.7	31.1	39.1	27.6	35.4	40.4	21.6	40.3	23.3	38.9	31.5	22.3	33.6	18.5	16	22.5	2.6	2.2	3.1	2.7	1.1	0.6	21.4	22.6	20.3	35.4	38.7	36.6	34.6	37.3	41.6	30.7	26.3	24.8	22.3	20.3	24.8	14.8	16.4	22.7	1	2.6	2.1	3.2	2.3	0.7	OGFOD3
12	37.3	30.9	10.2	12.4	7	13.6	13.2	4	22	16.3	25.8	17.2	15.1	23	12	12.2	14.7	5.2	5.1	6.3	2.1	1.7	1.4	39.8	51.3	41	20.5	18.6	32.1	16.4	17.4	18.3	17.4	16.4	15.5	13.9	11.8	15.7	9.4	12.6	19.7	1.3	2.9	2.3	1	1	0.9	HEXDC
19.9	40	25.4	58.6	78.3	57.3	62.4	75.5	39.3	60.5	39.1	67.2	49.1	33.7	61.9	43.7	30.9	47.8	43	26.6	36.6	42.2	15.5	14.4	18.1	19.1	23.7	53.7	59.7	50.6	70.9	65.8	70.8	39	34.7	37.2	30.2	29.9	38.4	26.2	29.4	35	11	14.4	16.1	19	13.1	13.9	C17orf62
43.2	50.1	55.6	62.8	51	60.9	122.5	98.4	99.4	311.5	266.9	308.5	348.9	294.9	325.7	399.6	323.1	389.5	526.6	509.8	545.3	691.4	839.5	713.4	35.5	46.9	45.1	36.3	51.1	41.1	108.9	124	107.6	297.6	296.1	297.9	320.8	319.5	299.1	330.6	340.9	283.8	634.4	571.9	369.1	511.3	663.7	307.5	NARF
92.8	88.7	86.9	103	106.2	89.5	115.1	123.8	79.6	134	103.4	127.1	112.9	97.4	118.4	84.4	83.7	96	50.1	41.6	45.8	29.4	11.8	10	57.4	77.8	89.5	83.5	110.8	80.7	120	129.8	99.2	91.7	93.8	91	80	76.1	85.2	70.7	76.7	69.5	21.8	45.3	36.7	13.5	16.7	9.7	FOXK2
276.7	224.3	289.2	46.5	47.8	54.9	49.5	48.1	52.8	43.1	38.9	36.5	33.1	37.8	32.4	21.5	33.1	24.1	11.9	19.5	12.1	8.4	10.7	10.7	75.5	56.8	284.8	45.2	57.4	47	53.7	53.7	49.2	37.3	36.1	38.1	31.9	31.6	34.7	27.3	31.6	34.1	9.3	16.4	16.8	8.5	7	5.2	WDR45B
2.6	2.8	2.8	2.7	2.3	2.7	3.1	2.9	2.6	6.9	7.2	8	4.7	6.1	6.9	3.1	4.5	4.1	1.1	0.8	1.2	0.1	0.1	0	4.4	4.6	2.6	8.9	7.5	6.4	4.6	4	4.7	6.9	6.4	7.8	6.1	4.9	5.2	3.8	4	4.8	0.1	0.4	0.3	0	0.1	0	RAB40B
12.9	18.5	15.6	56.9	45	51.2	74.5	55.6	56.7	86.9	85.7	96.7	82.2	81.7	93.8	67.9	70	81.5	28.2	19.4	21.4	1.1	1.5	1.2	14.9	12.2	17.7	48.1	50.8	56.2	66.5	66.4	80.1	91.9	96.8	96.4	93	98.6	93	77.4	93.2	90.1	2.3	14.7	10.5	0.3	0.7	0.5	FN3KRP
3.4	2.7	2.9	8.9	2.8	4.9	59.7	32	22.6	156.9	130.1	149.3	140.2	106.8	155.4	130.7	95	131	42.1	20	20	3.2	1.9	2	5.3	7	7.6	18.2	30	27.5	78.9	78.3	79.8	125.6	114.9	116	115	109	110	99.2	107.2	120.3	6.1	45.2	32.9	0.4	2.1	2	FN3K
44.8	77.6	72	96.7	107.3	123.8	130	148.4	108.8	208.6	143.2	175.5	192.5	156.5	185.9	154.6	144.8	155.6	68.3	53.1	59.9	9.3	10.8	7.5	51.3	56.5	54.3	75.9	104.3	104.1	137.5	131.3	145.1	164.4	170	174.7	156.2	163.2	162.2	140.3	157.3	163	13.3	35.5	26.3	1.1	2.5	1.7	TBCD
0.1	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.2	0.1	0	0.2	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	ZNF750
7.8	11.7	13.5	16.2	22.7	14.3	12.7	15.8	8.7	3.8	4.3	4.2	2.2	2.7	3.6	1.1	1.8	1.6	0.1	0	0	0	0	0	11.1	12.3	13.2	13.8	15.3	12.1	15	14.3	15.7	3.5	3.1	3.5	1.9	1.3	2	0.6	0.8	2.1	0	0.1	0.1	0	0	0	B3GNTL1
2.4	7.1	3.3	3.5	5.9	5	6.6	7	4.1	2.6	6.3	6.9	1.1	7.8	9.6	0.6	6	6.8	0	0.1	0.1	0	0.1	0	7	3.6	7	12.9	10.2	7.9	11.4	6.4	10.8	6.1	3.2	4.9	5	3.4	5.6	3.9	4.5	5.4	0.1	0.1	0.4	0.1	0	0	METRNL
2.2	1.9	2.3	3.6	3.2	4.1	3.6	3.9	4.2	3.8	3.3	3.1	4	3.6	3.4	4	3.5	3.2	1.8	1.4	1	0.9	0.9	0.5	1	0.6	1.7	3.8	3.6	2.4	4.3	4	4.4	4.8	5.2	5.2	5.1	6	5.1	5.2	4.9	5.4	1.2	1.4	1.7	1.1	1	1.3	FLJ43681
0.9	4	3	7.7	7.3	1.9	4.6	6.5	2.2	2.8	7.1	8.6	3.8	7.5	9	3	7	9.5	1.3	2.2	3.8	0.8	1.5	1.1	1.4	1.8	0.9	6.2	5.3	2.5	4.5	7.2	5.2	5.6	4.8	6.8	6.5	6.9	5.3	6	5.6	5.4	0.5	1.5	1.1	0.4	0.5	0.2	MGC70870
25.1	23.6	17.8	30.1	29.4	28.2	20.5	21.5	25.4	14	31.9	21.5	14.1	28.4	22.7	13.2	27.9	22.7	7.5	13.5	12.4	1.7	2	1.5	23.6	22.9	18.5	15.5	18.4	11.4	24.3	24.9	26.7	22.2	24.7	21.5	23.1	25.3	23.7	24.3	22.3	25.2	4.5	9.7	6.1	0.8	1.8	0.8	ROCK1P1
30.9	39.3	22.1	128.2	117.1	160.1	148.9	136.7	195.1	174.3	232	177.4	189.7	249.3	193.3	161.6	261	217.5	72.6	93.3	77.3	17.8	16.3	13.2	31.3	27.9	23.6	58.4	77.4	72.7	150.3	162.5	141.2	174.3	185.1	166.6	187.3	190.8	174.1	192.9	190	172.2	74.7	140	119.1	18.8	22.7	19.5	USP14
12.8	17.5	10.7	41.8	37.4	45	54.5	53.7	66.7	51.6	71.9	63.4	46.8	66	62.8	30.5	52.8	47.5	9.7	14.4	11.8	1	1.8	1	12.9	19.7	11.9	60.9	65.6	95.4	45.4	51.7	53.5	57.5	55	52.8	55.3	51.8	53.6	45.6	42.3	66.7	3.4	10.8	8.7	1.2	1.1	0.8	THOC1
0.6	0.2	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0.1	0.1	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COLEC12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CETN1
0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0.1	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.1	0.2	0.1	0.1	0.2	0	0.1	0.1	0.2	0	0.1	0.1	0	0	0	CLUL1
1.4	1.3	1	1.5	2	1.1	1.5	1.5	0.9	1.9	2.4	2.8	2.7	2.6	3.7	3.9	3.9	4	3.7	5.3	4	0.4	0.5	0.5	2.1	4	3.8	3.2	2.6	1.2	2.1	1.6	2.2	2.6	3.1	1.8	4.1	4.4	2.6	6.1	5.2	3.8	1.3	2.4	2	0.1	0.1	0.3	C18orf56
19.3	25.3	24.5	111.1	118.4	131.9	89.3	97.7	115.9	129.2	82.6	97.8	127.2	91.2	92.9	103.8	84.1	87.2	45.6	39.9	38.4	3	4.6	4.4	7.1	6.3	19.9	25.7	42.2	39.8	96.2	85.6	89.4	110.3	102.4	93.1	108	99.8	93	98.5	88.7	95	11.1	24.9	22.5	0.6	0.9	2.2	TYMS
32.2	35	36.5	44.3	43.9	45	62.6	58.4	56.7	50.5	65.2	84	53.5	76	95.1	38.7	76.2	74.6	10.7	22.9	19.6	0.7	1.7	1.5	14.1	10.2	24.8	44.4	42.3	50.4	40.5	61.6	63.4	95.8	122.8	70.3	102.8	122.6	83.7	87.6	104.1	111.6	5	14.6	9.9	0.7	1	1.1	ENOSF1
37	20.7	28.4	20	31.3	40.7	19.2	27.1	42.6	25.3	32.3	20.2	14.9	17.9	13.8	9.8	7.8	5.9	60.4	78	47.2	29.9	43.3	35	17.9	17.3	16.3	18.8	26.2	31	31	36.4	29.1	27.3	29.5	26.4	14.5	15.9	20.5	6.2	9.8	13.3	26.5	27	20.4	13.8	17.2	13.2	YES1
0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.1	0.1	1	0.6	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADCYAP1
0	0.1	0.2	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0.1	0.1	0	0	0	0	0	0	0	0	0.2	0	0.1	0.1	0	0	0.1	0	0	0	0	LINC00470
4.1	5.5	4.2	15.4	15.3	15.8	16.1	17.6	14.9	11.7	19.8	17.9	22.1	24.5	20.3	37.5	41.7	41.5	44	67.7	56.5	4.9	11.8	9.8	2.5	3	2.6	7.2	10.2	10.4	14.7	17.9	15.1	23.9	24.2	24.2	33.7	34.6	27.1	47.6	45.2	31.4	20	49.1	35.1	4.1	6.2	6.8	METTL4
4	5.9	4.4	73.3	75.9	88.8	60.6	74.7	79.9	47.8	79.8	53.9	91.9	96	69	157.3	165.8	141.9	99.6	120.3	100.1	2.5	9.1	7.3	3.2	3	5.4	86.7	52.2	68.4	59.9	46.3	84.4	109.6	92	106.5	147.1	146.3	138	195.7	172.5	165.2	24.9	70.3	61.3	0.9	2	2.5	NDC80
1.2	1.5	1.5	0.6	0.9	1.1	0.7	0.7	0.9	0.7	1.3	1.4	0.5	0.6	0.8	0.2	0.7	0.5	0.1	0.1	0.1	0	0	0	1.3	1	1.2	0.4	0.6	0.3	0.6	0.6	1	0.7	0.8	0.5	0.3	0.6	0.4	0.1	0.1	0.2	0	0	0	0	0	0	CBX3P2
182.3	204.4	107.1	217.4	220.5	212.1	188.4	181.1	204.2	181.4	244.1	189	198.9	271.9	195.4	168.6	277.6	199.2	97.9	134.2	109.7	8.8	11.7	8.1	59.4	68.8	61.7	56.7	98.5	61.8	173	186.1	141.3	186.3	208.7	199.3	199	214.8	190.8	203.6	214.5	154.3	33.1	86.9	71.1	7.2	10.2	6.8	SMCHD1
30.9	23.5	17.3	52	73.3	31.5	19.8	19	21.6	26.7	17.5	18.4	17.7	13.2	9.4	14.1	9.5	5.3	8.6	4.1	4.8	8.1	2.2	2.6	12.7	17.4	15.1	27.2	22	13.5	23.5	23.3	17.8	10.3	12.9	6.7	6.3	8.4	4.1	3.6	5.9	3.7	0.8	0.7	0.1	0.5	1.1	0.3	EMILIN2
75.1	101.6	91.7	90.5	86.4	89	98.3	101.2	77.1	163.2	139.6	146.1	159.2	141.4	132.6	180.7	135.8	137	883.2	1109.6	1444.4	2452.5	2516.1	2062.3	27.8	27.3	44	50.8	55.4	56.8	107.9	112	98	150.6	172.4	160.3	147.6	151.1	147.8	156.3	164.2	119.9	2665.5	1180.5	1004.9	4194.6	3812.6	2099.2	LPIN2
5.8	5.3	3.7	14.7	13.4	14.1	14.6	12.1	19	11.3	13.4	17.3	11.1	14.4	16.1	7.5	11.6	14.8	3.8	6.9	7.7	7.2	7.7	6.3	4	3	4.3	11.1	17.6	11.7	14.9	19.3	11.8	13	8.3	11.7	11.9	6.8	9.7	9.2	5.2	10.9	13.8	13	10.4	9.7	11.6	8.3	LOC727896
2.5	2.2	2.7	1.1	0.8	0.7	0.9	1.4	0.7	0.1	0.4	0.1	0.2	0.3	0.1	0.4	0.1	0.2	1.2	1.1	0.6	1.1	0.6	0.6	1.9	3	1.7	0.4	1.5	2.1	0.6	0.6	0.8	0.3	0.3	0.2	0.3	0.2	0.2	0.2	0.3	0.3	1.4	1.6	0.5	0.7	1	0.2	MYOM1
119.6	109.6	113.1	174	166	185.7	161.6	165.4	182.2	55.4	65.4	54.8	53.1	50.9	49.2	57.3	55.6	54	73.1	75.4	60.9	51.7	54.3	48.3	125.1	105.8	113.6	227.6	171.8	160.9	164.2	156.6	173.3	55.7	51.9	62.1	56.3	51.3	58.6	55.6	49.4	63.2	65.6	73.6	75.7	53.9	55.9	64.7	MYL12A
179.7	157.7	181.1	210.8	203.7	227.5	182.2	171.8	191.7	114.4	141.3	118	122.4	132.6	113.6	137.5	140.7	132.9	186.4	201.6	149.6	91.1	89.8	77.1	212.3	229.3	186.3	296.4	233.8	203.2	181	184.5	218.6	152.3	142.8	158.9	162.1	159.6	168.5	182.1	163.4	176.8	127.9	142.2	165.1	84.1	79	93.9	MYL12B
34.3	25.4	32.5	26.8	29	28.5	39.1	48.3	35.3	26.3	27.6	30.6	18	17.4	24.1	16.6	13.8	15.1	46.7	27	37.1	75.8	35	29.6	31.8	21.5	28.9	47.4	53.2	38.3	48.9	55.6	55.2	39.2	32.4	38.9	24.9	25.2	36.1	17.6	17.9	33.1	19.1	11.5	7.1	119.6	63.1	53.8	TGIF1
0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.3	0.1	0.2	0.3	0.2	0.5	1.1	0.2	1.4	2.2	6.2	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.1	0.3	0.1	0.1	0.2	0.2	0.1	0.3	1.3	0.5	0.5	DLGAP1
1.2	2.2	1.7	1.6	2.1	1.5	1.7	2.7	1.8	1.3	1	1	0.5	0.8	0.5	0.6	0.5	0.6	2.3	1.8	3.1	2.7	2.4	1.7	2.4	2.6	2.1	4.7	2.5	3.3	2.2	2	3.2	1.3	1.1	1.4	1	0.8	0.9	0.7	0.8	1	2.9	2.2	1.6	7.8	4	4.5	DLGAP1-AS1
0	0	0.2	0.2	0.3	0.3	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.7	0.6	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DLGAP1-AS3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DLGAP1-AS5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C18orf42
1.9	2.2	2	2	2.3	1.5	1.4	1.9	1.9	1.9	1.5	4	1.8	1.4	3	1.6	1.9	3.2	0.6	1.1	0.7	0.1	0.1	0.2	1.8	0.6	1.7	3.3	2.8	2.1	2.1	1.5	2.1	2.5	2.6	1.7	3.5	3	2	3.3	2.8	2.5	0.3	0.9	0.5	0.1	0.1	0.1	LINC00526
16.9	22.1	20.9	17.7	16	16.4	15.6	14	16.1	25.6	32.4	41.1	24.4	38.3	39	19.2	33.8	34.3	12.7	22.1	16.7	2.4	3.1	2.4	13.7	7.3	14.1	11.4	11.9	11.2	15.5	18.9	19.3	29.2	25.6	16.9	30.6	22.4	17.7	24.5	21.1	21.8	8.9	14.1	12.6	0.9	0.8	1.4	LINC00667
13.1	14.7	13.6	28.6	30.7	28.8	22	26.1	24.3	22.8	22.3	18.7	21.2	24.7	18.1	14.7	20.9	16.5	5.4	8.1	6.1	0.3	0.6	0.2	13.7	8.2	12.5	27	24.4	15.1	29.5	25.6	25.2	22	26.8	24.1	23.3	26	21.5	21.8	23.1	19.8	1.6	4.7	7.3	0.1	0.1	0.2	ZBTB14
21.4	13.9	19.1	14.7	26.7	15.5	2.9	3.1	12.8	0.2	0.1	0	0.3	0.3	0.1	0.3	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	4.8	3.8	11.4	5.8	3.2	4.1	1.1	0.4	0.2	0.2	0.2	0.4	0.4	0.2	0.3	0.3	0.3	0.7	0	0.1	0.2	0	0	0.1	EPB41L3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC645355
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR3976
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM200C
3.8	4.4	2.1	0.4	0.6	0.1	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7.1	1.3	1.1	0.8	0.6	0.9	0.6	0.6	0.1	0.2	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	L3MBTL4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4317
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC100130480
2.7	0.6	1.1	0.2	0.3	0.1	0.1	0.1	0.1	0.4	0.4	0.1	0.3	0.4	0.1	0.1	0.4	0.1	0.1	0	0	0	0	0	0.1	0.2	0.2	0.2	0.5	0.6	0	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	ARHGAP28
0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.2	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC00668
0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.6	0.8	2.4	4.1	14.7	0.3	0.1	0.2	0	0	0.2	0	0	0.2	0	0	0	0	0	0.4	0	0	0.1	LAMA1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LRRC30
25.9	23.9	38.7	5.6	6.1	3.3	0.1	0.2	0.4	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	7.2	3	14.8	0.6	0.8	1.8	0.1	0.1	0.1	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0	0	PTPRM
0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LOC100192426
35.2	23	14.7	7.3	8.1	10.8	7.6	8.6	11.8	13.3	17.8	13.4	13.5	18.8	14	14.2	20.2	16.4	13.2	19	14.9	3.9	2.7	1.9	18.8	22	20.1	14.9	19.9	17.7	10.5	12.9	10	14.8	17	15.7	16	18.2	16.3	19	18.9	17.1	10.9	20.9	19	2.8	4.3	2.6	RAB12
0.9	1.2	0.6	2.9	3.6	1	6.5	3.6	1.1	7.8	9	5	4.2	5.3	3.2	1.8	3.7	1	0.1	0.2	0.1	0	0.1	0	1.6	2.2	0.6	7.3	8.9	7.8	21	22.8	8.9	12.8	13.3	7.2	8.8	7.6	5.6	4.7	6	4.5	0.1	0.1	0.1	0.1	0.1	0	SOGA2
27.2	28	20.5	82.4	94.1	96.1	91.1	97.7	114.2	89.7	118.7	88.8	84.4	103.5	85.7	68.3	91.7	79.3	31.9	33.9	28.7	16.5	22.4	19.6	41.4	42.3	34	186.3	127.2	134.1	106.7	97.9	136.4	91.4	92.1	98.2	93.2	88.7	103.3	87.3	78.4	112.3	30.6	32.7	39	99.6	55.8	82.8	NDUFV2
82.7	81.5	63.7	38.6	36.5	41.8	77.2	74.7	70.8	144.2	231.8	184.4	113.5	207.8	161.7	75.2	157.6	134.8	45.5	73.6	55.1	55.3	66.7	59.9	31.8	43.8	37.6	39.4	63.1	67.3	129	124.9	86.2	150.6	155	203.5	117	116.2	165.8	91	91.7	126.2	82.2	81.1	60.3	150	124.8	95.2	ANKRD12
43.2	39.5	27.6	48.3	38.1	36.3	47	39.4	34.2	50	76.5	68.8	39.9	55.8	56	29.3	41.6	47.6	13.1	18.1	17.2	3.4	3.8	2.6	36.7	22.1	38.9	32.5	38.4	33.5	68.7	78.8	59.6	69.8	72.4	68.5	64.1	63.8	66.2	53.9	52.7	55.1	8.6	20.2	16.2	6.2	5.8	5.4	TWSG1
100.4	120.4	108.4	162.5	162.4	144.4	181.6	183.3	152.3	149.9	178.8	174.9	115.9	136	139.6	89.2	93.5	98.4	121.1	124	113.5	120	98.3	80.5	72.5	63.8	90.9	130.4	143.7	245	221.4	227.2	247.8	202	184.2	229.9	159.6	141.8	185.5	120.2	106.2	154.3	100.4	102.6	103	126.1	98	116	RALBP1
118	122.4	96.1	88.8	83.1	77.1	116.1	97.7	108.5	114.1	123.7	116.8	106.8	114	126.4	68.6	80.7	107.4	9.6	15.2	10.9	1.3	1.4	1.4	61.6	84.2	74.2	39.2	67.7	50	102.4	131.2	120.2	108.7	113.4	111.6	102.1	103	102.8	84.4	83	95.5	7.9	24.2	16.3	1.4	1.6	1.4	PPP4R1
15	17.8	14.4	33.3	49.8	39.2	17.3	22	35.6	1.2	1	0.9	0.6	0.6	0.6	0.7	0.6	0.3	0.5	0.5	0.5	0.6	0.6	0.3	12.3	9.5	13.1	6	6.7	9.8	7.7	6.2	5.6	0.1	0.1	0.4	0.1	0.2	0.3	0.2	0.1	0.3	0.4	0.4	0.2	0.1	0.1	0.1	RAB31
0	0	0	0	0.1	0.1	0.3	0.6	0.4	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	TXNDC2
263	232.3	159.5	242.7	209.3	259.9	365.7	356	373.5	171.4	232	213.5	123.8	165.6	170.7	81.7	119.6	124.9	60.2	84.1	76.7	44.6	53.8	44.3	165.7	157.2	222.6	319.4	332.1	276	298.7	327	370	150.8	162.6	161.8	131.2	127.1	153.1	106.9	103.8	145.3	62.2	77.5	73.5	44.3	44.3	40.3	VAPA
0.2	0.4	0.3	0	0	0	0.1	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APCDD1
17.9	19.6	8.7	23	19.6	22	26.3	23.1	25.6	20.7	39.1	29.4	20.4	31.7	29.1	17.8	30.6	28.7	28.7	53.7	61.7	56	78.8	68.9	15.9	10.6	12.6	13.2	18.3	15.1	22.6	27.8	27.7	32.6	34.1	28.8	32.8	31.6	29	33.1	29.4	27.4	72.2	60	55.7	38.1	44.9	40.3	NAPG
5.6	4.3	4	17.6	23.2	26.5	1.5	5.2	2.3	0.2	0.5	0.3	0.1	0.4	0.2	0	0.2	0	0	0	0	0	0	0	1.3	1.2	1.6	6.3	18.7	5.7	4.7	14.7	3	0	0.2	0.1	0.1	0.1	0	0	0	0.1	0	0	0	0	0	0	PIEZO2
